date,temperature,humidity,pressure,wind_speed,wind_direction,precipitation,cloud_cover,climate_condition
2020-08-20,8.710258280986032,32.20562930562827,1014.8473303411388,2.4211240132816867,295,0.13232352392686886,63,Partly Cloudy
2020-08-21,0.8978737890764652,33.40890980479351,1000.901727534331,13.106748432316333,263,0.11298774865071877,1,Clear
2020-08-22,11.784436276088176,20.52385333065412,1023.1608916139625,2.1159168306683327,110,0.10228560654106236,4,Clear
2020-08-23,8.67735747519996,28.563218577585246,1009.2373194335481,12.136795877890037,166,0.10734904756976717,35,Partly Cloudy
2020-08-24,5.775230504047763,35.0319432617524,1025.604833985985,26.092275078090974,317,0.04524475596251994,31,Partly Cloudy
2020-08-25,3.653034737934047,28.764312978418786,1017.8261778307595,0.845212650314003,209,0.026050589353104347,63,Partly Cloudy
2020-08-26,3.33016980632799,32.7829054425351,1015.5735413740477,14.615393360740033,174,0.2242487069700997,11,Clear
2020-08-27,4.590480216663197,31.10194495208578,1012.8075456638302,29.46744657457545,159,0.009636232917689858,6,Clear
2020-08-28,2.7490918316383812,20.0,1004.0755674974808,28.621841495417492,86,0.36331263374685074,88,Cloudy
2020-08-29,1.5393698324059812,39.23117070263917,1010.9304309680416,21.76015377442099,173,1.001705699422111,66,Partly Cloudy
2020-08-30,3.0057018642481745,27.793412977275615,1011.3462880626995,25.555760944509668,3,0.2566880211587039,90,Cloudy
2020-08-31,2.7958697472815395,44.06260492317233,1002.8031801131561,12.371387565311798,314,0.015230237845436471,68,Partly Cloudy
2020-09-01,4.633329291473458,27.23384012195211,1027.7094190596154,1.5929086853470305,351,0.6070942798497209,50,Partly Cloudy
2020-09-02,3.7150732822150174,33.88055688345004,1020.8528989577334,22.102668979163035,327,0.17105089804065438,15,Clear
2020-09-03,4.656072927699699,33.57040556690978,1014.6942227902143,4.305155619076526,354,0.0586693681427005,31,Partly Cloudy
2020-09-04,2.5696528529354223,51.180801256192524,1024.1044137165004,3.5822192666713883,336,0.08899720613078062,85,Cloudy
2020-09-05,12.548287175333314,34.83832471920328,1028.255999827878,13.871923099788843,56,0.15698156764394494,35,Partly Cloudy
2020-09-06,5.584389271853094,44.99836869275421,1013.1383671649642,4.007081145763973,174,0.25956048628935025,67,Partly Cloudy
2020-09-07,5.013883055638195,37.895977276630184,1012.2750284150259,5.720091919893478,61,0.17258351637264313,60,Partly Cloudy
2020-09-08,4.495351636780675,44.986144965137036,1019.9492742340965,6.990236644657201,325,0.24194178446705872,4,Clear
2020-09-09,8.374689711869571,20.0,1008.2309852328887,12.235260518060937,284,0.1405201850614618,86,Cloudy
2020-09-10,6.792734929985108,44.289432592214084,1005.8704930565144,17.956779962888152,139,0.26331822985388625,31,Partly Cloudy
2020-09-11,5.257522195637514,35.81540253152902,1016.9050088424806,14.637058352548253,283,0.08265873002523444,36,Partly Cloudy
2020-09-12,3.582670771553868,42.64189724719545,1025.6446363372797,47.72660660889718,263,0.15162971298681358,53,Partly Cloudy
2020-09-13,-2.1347926164638142,52.314218375020104,1013.9886707587405,3.3674928316203414,160,0.13666286305887182,89,Cloudy
2020-09-14,5.015901861381191,33.187290150204035,1015.753911299015,8.316683299565998,359,0.23683312427939354,80,Cloudy
2020-09-15,2.288195202148995,34.816410409558316,1018.9676512756082,35.209628202076466,127,0.27728265443976546,15,Clear
2020-09-16,2.434283551855615,33.396984773017635,1011.211829470685,12.656796368867719,89,0.018107379344117946,60,Partly Cloudy
2020-09-17,2.1336489031590316,44.33247348775069,1014.7939818940685,26.467786032694704,221,0.10149429245153974,93,Cloudy
2020-09-18,3.709789819073048,56.82105723134119,1023.3435583486986,24.037304221639886,253,0.32833176419793547,14,Clear
2020-09-19,4.845086738410716,38.54105124708387,1016.2375508619403,14.99168999741782,68,0.6835582287248124,89,Cloudy
2020-09-20,7.806530868485147,55.27506854574379,1017.4758357251478,15.745450356563646,187,0.4442954336757979,10,Clear
2020-09-21,0.9807452022505281,47.510545565361355,1009.8243964705458,12.555130203307726,8,0.12082918849881606,76,Cloudy
2020-09-22,5.184196696399863,50.63260204461495,1026.2824569253787,29.90760576003379,162,0.011692249866788693,23,Partly Cloudy
2020-09-23,7.860208596308722,51.478749992604016,1003.0860802244179,17.14197535493217,50,0.010072114141998248,48,Partly Cloudy
2020-09-24,5.281973681765855,46.75024484385255,1020.3445883178874,24.240672802663518,161,0.09184000940074531,71,Cloudy
2020-09-25,1.0126189247778852,41.34369987524896,1018.6834430700262,5.075862441133962,289,0.024096770725302908,51,Partly Cloudy
2020-09-26,-3.8011088206880963,28.930282879545146,1011.0835008820534,11.264897662901063,275,0.1504715813716046,91,Cloudy
2020-09-27,5.953557316412482,56.8804020870012,1025.8124423546344,8.617652041783188,98,0.10654550467845776,88,Cloudy
2020-09-28,6.6243799386663005,36.93227954329426,1015.3805520457607,14.232185844268194,248,0.138968498647044,32,Partly Cloudy
2020-09-29,1.5708884850875977,52.67720972235051,1022.283224069845,1.0851667715381257,103,0.10926566084522453,2,Clear
2020-09-30,0.14122630716527773,64.07687102884697,1018.4208231798779,14.070443604653358,253,0.43401290276606724,32,Partly Cloudy
2020-10-01,5.418303450547813,44.84517681804833,1010.5306448291435,3.4683859882880714,267,0.13365307266383938,13,Clear
2020-10-02,6.995055662404618,64.80285670515555,1010.513208546436,5.211082465956578,316,0.3162606599061747,83,Cloudy
2020-10-03,6.181320027740137,45.774514485832526,1010.9269580284979,6.257121137374414,134,0.1643938031376269,67,Partly Cloudy
2020-10-04,1.630705530837016,63.649671471151436,1014.0892407226914,10.027830474941146,97,0.16783088788102812,85,Cloudy
2020-10-05,2.049615877094682,46.14715244847514,1007.6991780446008,8.548049399685116,135,0.1350934170160787,8,Clear
2020-10-06,4.914781225696596,45.016297099047904,1013.0712894780982,28.413842900412625,225,0.03195603325668668,53,Partly Cloudy
2020-10-07,2.928984192265188,52.6341565022972,1009.9765248111229,13.201325194369552,318,1.3044217719564584,19,Clear
2020-10-08,5.232058454338348,44.21579145936867,1004.1673518656772,22.59143205588068,286,0.9989251258284718,54,Partly Cloudy
2020-10-09,3.9357863669434288,41.14139205366275,1023.6446320245407,43.64952733500627,136,0.4375914438318707,36,Partly Cloudy
2020-10-10,6.597889151034173,65.51261863172657,1016.6021223017555,15.70018946749004,336,0.09828071062716652,16,Clear
2020-10-11,3.662149211656483,48.394578973154395,1004.0470258517976,8.194464191845132,352,0.01125559044428865,16,Clear
2020-10-12,2.9009188653052553,62.329647620881644,1020.9049457458659,14.109385519406619,137,0.3035615250597537,73,Cloudy
2020-10-13,1.365841352637509,50.23198743553812,1024.5385554212696,8.183651026770407,284,0.33083359385713124,41,Partly Cloudy
2020-10-14,0.7622585210480626,49.27568544607438,1013.0300463662862,13.209768158902502,97,0.2967958637549642,15,Clear
2020-10-15,1.69680468101084,51.73546477236776,1019.3047956424323,18.82731246042505,54,1.7007460119778355,56,Partly Cloudy
2020-10-16,6.604870097616965,39.50226930728149,1004.8217895993238,16.99871387190549,29,0.3292703769097021,85,Cloudy
2020-10-17,5.027185527834853,56.153232109579235,1010.4730374406828,12.984686490687357,96,0.34344683862443576,29,Partly Cloudy
2020-10-18,5.515092301611085,73.56916658543103,1024.8018294371352,3.473271014960667,162,0.1490338863303661,83,Cloudy
2020-10-19,9.591146105687653,64.69736842335885,1018.3121599061302,34.38886202583157,128,0.43371322621917574,20,Partly Cloudy
2020-10-20,4.418757017803307,57.28067018264663,1007.1383764765828,7.832891802630068,202,0.5541205729517723,41,Partly Cloudy
2020-10-21,10.079961569700279,51.10798676515246,1021.2391086164424,9.088772320249594,62,0.2603277196039979,29,Partly Cloudy
2020-10-22,2.4430102163669503,64.91769126931317,1021.0504068971112,2.2136944710387296,84,0.5219364841796009,72,Cloudy
2020-10-23,7.295078818187556,60.36054390989789,1014.8404185523556,8.040097898550126,95,0.3101363987528321,49,Partly Cloudy
2020-10-24,10.336802145103336,55.47641767558517,1007.5391643758599,23.13236018148033,229,0.09645969119030186,77,Cloudy
2020-10-25,10.903900728630141,52.04245038237441,1011.0396659731805,6.073584987331179,125,0.4690315716152146,64,Partly Cloudy
2020-10-26,9.1815987736688,61.204498182250916,1024.8470590710958,7.021433575686022,70,0.2348557179189387,85,Cloudy
2020-10-27,8.182297789293106,39.397243243450305,1009.561718741129,24.294184731733655,118,0.17149503958979598,18,Clear
2020-10-28,1.2862543006488245,74.95582575014859,1016.6181029542118,6.7464954183075925,62,0.06053532064550196,47,Partly Cloudy
2020-10-29,10.202978384170983,66.81983335967676,1006.2183933195221,7.019079185999732,118,0.3862716193423239,50,Partly Cloudy
2020-10-30,6.817679839061644,54.84452522347846,1006.6320935601591,33.06679278688314,132,0.08918634629042092,13,Clear
2020-10-31,10.678126572809308,62.81173991686736,1015.8477525347829,2.5978753622874207,70,1.6291966857108975,3,Clear
2020-11-01,5.474692175618876,65.81934970850317,1020.1723570845564,8.747990493793129,184,0.2621581724204506,17,Clear
2020-11-02,10.212624785501333,62.68567255930574,1026.8353779188542,37.3748862650784,296,0.09029868777946083,43,Partly Cloudy
2020-11-03,1.7439442904191953,64.36495489236546,1020.4045647685438,10.820869924882157,19,0.12867212632866643,84,Cloudy
2020-11-04,9.06799082143805,54.88394626439991,1023.132388930298,11.84765290569997,240,0.11569087864850688,31,Partly Cloudy
2020-11-05,7.332426139842029,61.59310620714163,1004.5151322131246,10.666404060383572,132,1.040582802111629,68,Partly Cloudy
2020-11-06,10.743618245220112,62.916320096388056,1019.8489841019187,17.72872759332717,9,0.21088469836673304,29,Partly Cloudy
2020-11-07,8.096233720744262,54.594148489991596,1007.5973456320754,18.32403665301269,338,0.011201437133871782,99,Cloudy
2020-11-08,2.1697706762063786,68.05590501774529,1024.6681977750784,13.401281345721388,326,0.41225000012681284,19,Clear
2020-11-09,5.471404821780389,61.4863216404601,1017.4986631714835,8.003457028038214,267,0.012174126277726837,69,Partly Cloudy
2020-11-10,9.401662652135808,63.19116944471237,1029.785801229841,21.65130783261862,237,0.031126583881027327,8,Clear
2020-11-11,10.610123143459717,72.60541898749638,1008.9688711660516,13.498324119320774,74,0.12914490973516127,66,Partly Cloudy
2020-11-12,2.883874706619941,57.572884770069535,1006.7402222394179,19.007841233975284,306,1.6134133356526115,79,Cloudy
2020-11-13,7.938259992828821,69.3171858281872,1011.6828474231775,27.826836757217894,254,0.08639485338060814,98,Cloudy
2020-11-14,14.979468642348788,71.16451722773851,1018.114870609725,6.477471480620889,44,0.25783681110693885,73,Cloudy
2020-11-15,8.302979135903389,60.79148586299981,1014.096839348267,9.49364469828583,112,0.4731633426457681,82,Cloudy
2020-11-16,8.615524745253357,54.032996730129994,1011.821538858103,8.286483356489695,70,0.43417798960049087,69,Partly Cloudy
2020-11-17,6.545467326656967,63.634672648660306,1023.0907014600594,39.645817595661654,319,0.4824999829212633,80,Cloudy
2020-11-18,15.984311609752801,67.17581854427395,1019.4234528560154,8.508597845194897,255,0.6600700960129107,27,Partly Cloudy
2020-11-19,6.884344432444767,52.3332181125879,1017.6788441351673,9.298114380460998,7,0.36798039813862865,12,Clear
2020-11-20,12.533727465529243,65.44946482591048,1010.0977115374719,23.39108909402527,173,0.2355943874386517,53,Partly Cloudy
2020-11-21,6.546532492284767,63.12607199221597,1005.2233576069438,25.908836179823485,46,0.04223231000751458,6,Clear
2020-11-22,6.535887839453919,73.41321760582835,1006.8215268407668,23.524548297820658,2,0.14557058775556944,91,Cloudy
2020-11-23,7.1257017963779,59.713126473765655,1022.8202788977351,7.497046072728039,41,0.35136450234916566,37,Partly Cloudy
2020-11-24,9.280542838436658,73.91147277475562,1013.4826733274275,7.0882316216687835,264,0.12136357655358194,30,Partly Cloudy
2020-11-25,7.705179675255467,59.46601367934315,1015.6702025702632,1.650763037658441,233,0.21837890164350285,81,Cloudy
2020-11-26,9.495653469878272,75.94473568021347,1020.9041195319519,8.212058708147225,117,0.5379728021924948,69,Partly Cloudy
2020-11-27,3.847140839480298,58.26200569087645,1023.7937494847934,29.269416813895283,151,0.5609940833311602,29,Partly Cloudy
2020-11-28,9.87260241893492,65.6992645600975,1017.97792049773,6.8628590070084945,68,0.3321586902433097,9,Clear
2020-11-29,11.819105565611332,75.93773978259253,1024.51282309811,13.6132025433773,244,0.250647558873649,87,Cloudy
2020-11-30,14.62586869568853,78.41134241874853,1011.5716381715212,2.5833849961903548,335,0.013316594337554468,20,Partly Cloudy
2020-12-01,9.868248732010027,64.20070455227345,1010.4065650706285,8.583196258819688,27,0.39183736035323957,7,Clear
2020-12-02,10.747963016336875,66.37481470661916,1018.2503104926035,52.997540436578106,33,0.06572395477638839,0,Clear
2020-12-03,9.764539429983763,60.654326484162624,1019.5637046081523,9.250342409711982,106,0.7269506650690329,1,Clear
2020-12-04,12.40874248448022,75.75518320772508,1016.1686894201597,6.137972479040496,49,0.23101961661051823,23,Partly Cloudy
2020-12-05,12.148220360597591,67.93353445403744,1009.2957545431237,34.548877401081334,239,0.220270746269634,61,Partly Cloudy
2020-12-06,10.114628458210852,74.72446451847489,1019.5566886500949,9.35957590029001,93,0.17672153699600618,50,Partly Cloudy
2020-12-07,15.664156640017167,64.70012440630111,1013.8721824047885,31.182315854210042,252,0.20838309903050062,73,Cloudy
2020-12-08,13.711316652451668,63.25707892102157,1017.2592602631711,14.887547124651556,102,0.36622779995259086,50,Partly Cloudy
2020-12-09,9.834501273186401,76.45469910000162,1013.825089842606,11.466626970845667,214,0.5472887117374254,38,Partly Cloudy
2020-12-10,16.72900876290988,57.7958702336394,1019.5374146763963,11.505131200583056,286,0.17185349540176548,61,Partly Cloudy
2020-12-11,12.191959880746191,73.06871728486922,1007.4066491530949,27.766763745154666,102,0.18055622590911433,26,Partly Cloudy
2020-12-12,11.552577405771384,76.73158775337025,1018.9797539858896,2.446050023503148,235,0.16746868144028162,3,Clear
2020-12-13,8.313456323791716,57.9660220745341,1012.46482666784,20.672855616493848,92,0.060234975082590216,59,Partly Cloudy
2020-12-14,10.158606136553335,74.78749150524213,1016.9533059030151,14.364090101166692,263,0.16044101551461257,49,Partly Cloudy
2020-12-15,13.48175949799305,66.41495706515668,1008.710581019265,22.182237993887718,208,0.10010856189199868,92,Cloudy
2020-12-16,9.026349488289837,61.418617915525104,1014.6873388249052,16.87177675594106,198,0.32250091974922374,6,Clear
2020-12-17,10.90852657087214,89.14420927538065,1006.6554688625553,16.877258866295296,255,0.02753882341997475,8,Clear
2020-12-18,12.243644640078708,79.97086443136172,1024.1693761983395,1.6094466676137875,85,0.20827239814777337,93,Cloudy
2020-12-19,12.310956303109261,95.0,1023.8165090583705,15.863768173875082,62,0.03297558119740166,13,Clear
2020-12-20,16.58704914617201,56.329249948683625,1020.9735880471601,3.7046700886153174,25,0.03166932854545443,35,Partly Cloudy
2020-12-21,14.436899546946918,79.40428045128192,1017.7573427995457,11.724930472304901,53,0.06943364798190851,38,Partly Cloudy
2020-12-22,14.83077916810449,66.67068652606645,1013.1454614970531,17.645812442196643,121,0.05650002150778371,19,Clear
2020-12-23,16.568820074499527,69.25368638719061,1027.7468786437619,3.2737074700267423,63,0.11098683054177548,98,Cloudy
2020-12-24,16.53315551242787,66.9652554648328,1006.0521265399441,13.50493134364443,109,0.030200501024610332,46,Partly Cloudy
2020-12-25,21.634124733118995,79.29542893275232,1027.6956539590412,2.2177247143122725,173,0.5489672576965514,77,Cloudy
2020-12-26,14.779582559707652,88.556749100558,995.3561060448095,24.463227029209545,39,0.12155134944631898,80,Cloudy
2020-12-27,8.406190436122987,70.1206360404106,1015.8527587056119,0.4854069485797111,184,0.1505985587517324,23,Partly Cloudy
2020-12-28,15.009857583200155,58.24029490723961,1024.2397871733915,13.88490533549484,106,0.06311670501864595,5,Clear
2020-12-29,15.872152676345458,70.23397430373623,1011.8161943612843,0.6870895733000317,159,0.21696338647537863,87,Cloudy
2020-12-30,16.923094653354074,69.66027681014107,1021.2252149314318,3.0723143136503546,223,0.019715954391627075,9,Clear
2020-12-31,12.14906268781875,77.27166849973976,1012.99458365775,21.960299821625753,267,0.415135060745835,85,Cloudy
2021-01-01,15.712243189670037,44.83260218233667,1007.0654483773152,13.108815749448983,183,0.3300316561299223,3,Clear
2021-01-02,20.920914182633155,61.589152518424335,1010.8104632630974,11.138842576685903,247,0.08884632991819975,66,Partly Cloudy
2021-01-03,16.857246775223675,58.57019865460446,1008.7658733515601,3.4316498245384635,293,0.8335354719124416,98,Cloudy
2021-01-04,22.59810815441232,59.37259692567207,1007.2432101331466,24.314903488975688,37,0.1798180345398775,51,Partly Cloudy
2021-01-05,15.98173511958957,68.87491066649804,1015.3448529469223,9.963125635260644,60,0.05582760578640394,12,Clear
2021-01-06,13.500300821010775,67.25303790223471,1025.9531131042008,6.082490372739979,180,0.13282158414345321,12,Clear
2021-01-07,19.710618377547764,69.38783332454538,1023.0231459017702,19.37016826917456,347,0.002329470441468074,44,Partly Cloudy
2021-01-08,19.008176990152204,66.99579609211966,1015.7666245754017,14.226036159055159,227,1.4847745596411208,41,Partly Cloudy
2021-01-09,18.488406683784785,67.3560201555152,1025.3517806050038,13.21259664795576,191,0.722664721845397,84,Cloudy
2021-01-10,14.618780416738712,68.96809168671436,1003.0893906075023,1.1011616618188536,231,0.07229599101394438,9,Clear
2021-01-11,14.592198967874355,56.664956422926515,1009.1201354657884,4.651617803900344,338,0.5965685949737319,68,Partly Cloudy
2021-01-12,18.158201242048246,76.03894418233725,1018.1949574999329,19.025603903178844,206,0.019417770143085124,12,Clear
2021-01-13,14.328208458046461,74.1714369598346,1012.5024230445954,19.89535443697165,43,0.07611229330414439,81,Cloudy
2021-01-14,19.628632472220534,70.06257790305783,1015.102403480971,19.533113593445695,295,0.034909262622346025,41,Partly Cloudy
2021-01-15,16.41208296465187,88.44630576885152,1014.9552583349766,11.725469669066989,158,0.6507125189137767,60,Partly Cloudy
2021-01-16,19.831293826241424,45.250948949214774,1007.6989550982368,5.5094801482227105,18,0.8051274172802381,64,Partly Cloudy
2021-01-17,20.06309449462893,63.69373298509961,1001.9862310338987,36.577620071662395,11,0.743721002993278,86,Cloudy
2021-01-18,15.490518379617583,68.90498192467997,1011.7489540265647,4.069223360492363,113,0.4213825539017999,65,Partly Cloudy
2021-01-19,21.302703504776517,82.21052975309003,1005.3008209640831,3.947945199927372,165,0.21759689575313432,98,Cloudy
2021-01-20,19.968159471454058,71.93686209824986,1021.3329859426408,11.988849532884236,243,0.09934629384107159,88,Cloudy
2021-01-21,18.94510043845283,59.62078993924936,998.5700340183995,42.379360717763376,243,0.8723817473980867,3,Clear
2021-01-22,16.543788206546377,59.45415447825077,1024.5306890888874,20.87393007227312,114,0.31744171440714186,1,Clear
2021-01-23,25.911744444712546,73.60635682357739,1010.9217099296972,50.26077303514146,170,0.09718628600032858,37,Partly Cloudy
2021-01-24,18.40939138520272,49.61012772030213,1007.1335676719888,2.41621233038677,188,0.20040155429050588,50,Partly Cloudy
2021-01-25,19.899857333007205,73.77712245238587,1031.9745705938838,15.07380845455361,201,0.0661484045596898,33,Partly Cloudy
2021-01-26,17.308435839434047,68.30352632422493,1021.7962668903282,0.18155233615948593,151,0.10248904727876422,2,Clear
2021-01-27,19.023619828512334,69.37487564546133,1004.664191403119,20.536752186326144,199,0.1569347191820829,67,Partly Cloudy
2021-01-28,17.884880708929384,72.87486985534014,1020.0833069744159,20.75423398463067,253,0.04644501962914196,54,Partly Cloudy
2021-01-29,21.545932283155818,69.12487644737061,1007.516677416633,18.360746802346533,356,0.10947573779098425,37,Partly Cloudy
2021-01-30,23.293228661386014,76.49842082698851,1007.9757068593539,22.466312191508703,257,0.17280063770824416,52,Partly Cloudy
2021-01-31,20.671145295904033,62.511965053550824,1009.8949087788286,21.864467771175267,166,0.09572552648550507,83,Cloudy
2021-02-01,22.26045293240049,72.48373792499764,1029.8239533558392,28.55690675916786,358,0.09396938854078431,77,Cloudy
2021-02-02,18.58356299922792,66.3029604708656,1010.0780874356243,14.480243853534517,157,0.27457372322746915,30,Partly Cloudy
2021-02-03,24.514183041033363,69.96565595543393,1008.9357239268614,18.461293593952785,47,0.1760139071480466,61,Partly Cloudy
2021-02-04,18.26083239417555,59.639199676508134,1013.7678668834104,2.375886813277211,137,0.34483347072878967,90,Cloudy
2021-02-05,19.373859100446214,63.135104809322556,1018.5936607135935,33.661548710706846,189,0.9498524255095945,24,Partly Cloudy
2021-02-06,25.225839728892048,69.64904766561614,1022.2512207804098,13.781263130916942,114,0.09453897005606525,90,Cloudy
2021-02-07,22.083195149321526,80.16712913919645,1011.4506417990763,3.6049562507694057,73,1.0458978501396847,38,Partly Cloudy
2021-02-08,21.510807923427738,49.51198130637259,1016.1492833731942,27.945454154787363,146,0.2883011859114234,13,Clear
2021-02-09,20.0172577838431,59.53117048303654,1022.5840700695527,25.299285431314445,37,1.1740233378560083,76,Cloudy
2021-02-10,22.23198208563178,47.89755019020512,1014.8264084648046,9.331125273322039,252,0.13611988640058476,96,Cloudy
2021-02-11,20.58215446462264,60.95879381943888,1009.9689691692397,1.3909364181067922,26,0.47525920955863044,50,Partly Cloudy
2021-02-12,19.724418850569485,66.97594330243281,1019.0365725713625,14.675037284388033,266,0.1781179483133901,6,Clear
2021-02-13,27.976483146708038,81.66929177973947,1016.8547562899133,9.054357851853766,24,0.12372495041075059,80,Cloudy
2021-02-14,25.56331457417972,63.464746573988755,1018.484019794537,1.8139718768595265,48,0.3809540230749602,92,Cloudy
2021-02-15,22.265417951040817,68.88209207713696,1017.5382555475676,9.93683836322315,347,0.15041337074419267,46,Partly Cloudy
2021-02-16,24.08745071549512,78.64565135653974,1017.9310289504978,4.784822260481248,2,0.23763093162177573,8,Clear
2021-02-17,21.6179998948132,69.78837360377621,1014.0242414092727,13.73064085423839,337,0.3798124539078624,31,Partly Cloudy
2021-02-18,26.50211234661292,78.55210723216763,1019.559860013523,4.374880466520445,289,0.7599492319966975,88,Cloudy
2021-02-19,24.76143634211645,67.26708185765487,1016.6197952056423,11.275897850722828,11,0.05294345270373347,63,Partly Cloudy
2021-02-20,27.747647165265597,65.4658781283097,1011.3296163677203,9.812396841761146,72,0.030541338461931113,25,Partly Cloudy
2021-02-21,22.266185469768217,57.58848556585221,1018.2447436448651,20.42785839530629,317,0.1740232604428214,97,Cloudy
2021-02-22,24.247290872196267,67.87037123555461,1010.4277087357646,11.113036456251027,88,0.6543994631408888,49,Partly Cloudy
2021-02-23,24.304533266106404,65.35193236757074,1030.8546877860203,12.969610654752124,340,0.04205492567097288,4,Clear
2021-02-24,24.72650182033829,57.896330723989585,1027.5161378266616,9.670911009162706,69,0.45320193043655704,96,Cloudy
2021-02-25,13.953965235325892,46.89312788271124,1013.34139391447,20.445318988326253,267,0.2404826996391771,20,Partly Cloudy
2021-02-26,25.34520373312546,62.598475295622194,1015.8673481112985,7.349310909608256,273,0.13689464884849156,11,Clear
2021-02-27,19.339219286440223,64.3874492013954,1024.4521500546632,24.844629512466035,43,0.18831368932472836,34,Partly Cloudy
2021-02-28,23.611186929008532,49.19533822593616,1021.3998790411487,2.494655950008744,41,0.19455880837012093,62,Partly Cloudy
2021-03-01,19.917127641914004,44.61509020089943,1012.4208619059564,6.1042123714026575,58,0.966352710116288,54,Partly Cloudy
2021-03-02,27.587244054882017,60.13485993079287,1019.4013438192574,8.378578366372833,304,0.20595301016179893,93,Cloudy
2021-03-03,26.033105043959704,62.67855466431453,1010.7398575735267,13.694952329490716,111,0.5523673057873091,80,Cloudy
2021-03-04,28.50306360436069,47.89824721098476,1013.874840051964,19.694064064041072,199,0.02274136383106939,38,Partly Cloudy
2021-03-05,24.8484552489394,57.7277097001902,1016.1719070401903,14.477845051333972,358,0.05388206870513014,25,Partly Cloudy
2021-03-06,24.673689067373747,54.39580903870721,1008.2696061451137,20.96197749079631,229,0.24411372497719214,64,Partly Cloudy
2021-03-07,24.728936130641184,70.95605933522364,1015.1847324748703,15.998174613504606,290,0.01143623482096619,74,Cloudy
2021-03-08,26.481959684806267,65.06580070173897,1006.5183768328528,20.899624096693614,213,0.002307636504431957,56,Partly Cloudy
2021-03-09,23.247598324429156,78.5042838350187,1026.189937895,3.08255588918865,145,0.08138405219487584,16,Clear
2021-03-10,28.694679426969145,64.7807697817533,1022.6139266205225,15.890629339057373,126,0.033418465977478516,88,Cloudy
2021-03-11,25.22765905521782,55.23295710972625,1021.5847746886918,31.062440651757225,121,0.34453005103125683,13,Clear
2021-03-12,22.028047975504435,62.63338119970574,1011.1823904574374,8.639052356747968,65,0.5308374183422249,24,Partly Cloudy
2021-03-13,28.85513777289123,67.43825114603248,1008.7057494043604,14.006135813437655,171,0.5057803900866384,73,Cloudy
2021-03-14,23.25677924437729,63.92957099235387,1026.6130160373648,12.824425875548554,68,0.44479367233666867,5,Clear
2021-03-15,30.747529099629702,52.047052536770344,1029.1579920601005,5.198113842836714,18,0.03943044321314168,6,Clear
2021-03-16,22.48539341159644,52.387055830728436,1023.9128209427718,24.942178823532256,7,0.0644077031210041,71,Cloudy
2021-03-17,20.053490155832815,43.58187377456494,1019.9214745111766,27.05932031131021,212,0.16436150877068956,16,Clear
2021-03-18,24.90582298220353,64.26116467399278,1004.1992148976757,5.924539534015947,164,0.2017873509064889,66,Partly Cloudy
2021-03-19,25.283651336634776,64.17479296065743,1017.7637251291796,16.21349434964379,83,0.23134243779276645,61,Partly Cloudy
2021-03-20,19.858618897229057,57.540373041911025,1016.6457804363178,3.584401715851383,28,0.005079782063158378,68,Partly Cloudy
2021-03-21,18.781866671292615,35.30647273515118,1010.4205616342527,31.88968536118122,334,0.1603255478646015,41,Partly Cloudy
2021-03-22,26.772287311359406,34.68143049821228,1014.626826811503,12.049660349217511,178,0.6660226397855318,94,Cloudy
2021-03-23,26.888989697937394,57.54332597176033,1018.9787819274949,1.2250787938217882,88,0.07558706614787714,19,Clear
2021-03-24,28.011126463172552,50.52637523123214,1020.309075626413,9.624785798858323,106,0.3400791861650231,25,Partly Cloudy
2021-03-25,23.658278018603653,66.40092598008265,1012.304814306089,15.067061331519772,232,0.671256287769199,50,Partly Cloudy
2021-03-26,25.36281502942907,69.07150321888042,1003.4671585833089,8.551623650664013,232,0.5977668656786987,56,Partly Cloudy
2021-03-27,23.268544807116857,51.68281590710974,1018.1354387830825,6.022542647105989,345,0.12848405267236332,86,Cloudy
2021-03-28,20.759627909869604,58.174014775688484,1023.236559348054,18.267220887847206,47,0.17661607099423185,83,Cloudy
2021-03-29,22.694871889308086,31.894389095695374,1013.204116021544,17.625904887142827,167,0.5357857149177598,11,Clear
2021-03-30,24.228817116873014,32.35319083387629,1021.4003308450352,2.9314760513587075,351,0.37883660978654093,71,Cloudy
2021-03-31,25.836351635441034,28.400512079217634,1010.9638410676515,18.383967402170715,166,0.09352733878915481,10,Clear
2021-04-01,28.37239332777977,58.01765917791345,1008.4608339315349,11.244093095549415,185,0.31476126069042504,42,Partly Cloudy
2021-04-02,24.329597941292313,48.03879979267578,1014.6497036226144,5.627646359918187,280,0.23409672182848718,42,Partly Cloudy
2021-04-03,23.713198300691786,47.55268607742332,1014.7167857150303,10.447049461095263,154,0.06159991253841878,66,Partly Cloudy
2021-04-04,20.86852304298729,44.44118098133875,1024.5774655612383,21.099861718814623,291,0.3737238822902121,4,Clear
2021-04-05,29.012152108729882,54.46412554138541,1009.4277104438379,18.62929128839951,141,0.06583721731127855,61,Partly Cloudy
2021-04-06,28.604660299392375,53.57083827514486,1004.8983115666806,6.131818780928741,328,0.07756172958885832,15,Clear
2021-04-07,27.363668161996912,38.618922339036345,1011.5662020053164,24.30795796141385,256,0.24196428865764297,10,Clear
2021-04-08,28.832535959930382,41.37887900911409,1001.881398003455,2.9749627418331874,90,0.8401676577317707,66,Partly Cloudy
2021-04-09,23.68066532246033,49.79214526092626,1011.7443308471034,16.488888001922373,256,0.08483004861114542,6,Clear
